"id","gender","birthday","age","abonoment_type","visit_per_week","attend_group_lesson","avg_time_check_in","avg_time_check_out","avg_time_in_gym","drink_abo","personal_training","uses_sauna","name_personal_trainer","lesson","drink","day_of_week"
227,"Female","1976-10-01 00:00:00","48.0","Premium","3.0",1,"20:37:00","21:48:00","71.0","",1,1,"Jeffrey","","","Tue"
228,"Male","2007-03-05 00:00:00","17.0","Premium","1.0",1,"19:05:00","21:55:00","170.0",1,1,"","Chantal","Spinning","berry_boost","Mon"
228,"Male","2007-03-05 00:00:00","17.0","Premium","1.0",1,"19:05:00","21:55:00","170.0",1,1,"","Chantal","HIT","orange",""
229,"Male","1993-03-26 00:00:00","31.0","Premium","5.0","","20:39:00","21:35:00","56.0","","","","","","","Sat"
229,"Male","1993-03-26 00:00:00","31.0","Premium","5.0","","20:39:00","21:35:00","56.0","","","","","","","Sun"
229,"Male","1993-03-26 00:00:00","31.0","Premium","5.0","","20:39:00","21:35:00","56.0","","","","","","","Thu"
229,"Male","1993-03-26 00:00:00","31.0","Premium","5.0","","20:39:00","21:35:00","56.0","","","","","","","Tue"
229,"Male","1993-03-26 00:00:00","31.0","Premium","5.0","","20:39:00","21:35:00","56.0","","","","","","","Wed"
230,"Male","2001-10-22 00:00:00","22.0","Standard","3.0",1,"16:31:00","18:39:00","128.0","","","","","Yoga","","Fri"
230,"Male","2001-10-22 00:00:00","22.0","Standard","3.0",1,"16:31:00","18:39:00","128.0","","","","","","","Sun"
230,"Male","2001-10-22 00:00:00","22.0","Standard","3.0",1,"16:31:00","18:39:00","128.0","","","","","","","Wed"
231,"Male","1986-11-23 00:00:00","37.0","Premium","3.0","","17:53:00","20:14:00","141.0","","",1,"","","","Fri"
231,"Male","1986-11-23 00:00:00","37.0","Premium","3.0","","17:53:00","20:14:00","141.0","","",1,"","","","Sat"
231,"Male","1986-11-23 00:00:00","37.0","Premium","3.0","","17:53:00","20:14:00","141.0","","",1,"","","","Sun"
232,"Male","1985-08-24 00:00:00","39.0","Standard","5.0",1,"15:16:00","17:15:00","119.0",1,1,"","Mike","XCore","lemon","Fri"
232,"Male","1985-08-24 00:00:00","39.0","Standard","5.0",1,"15:16:00","17:15:00","119.0",1,1,"","Mike","Pilates","","Mon"
232,"Male","1985-08-24 00:00:00","39.0","Standard","5.0",1,"15:16:00","17:15:00","119.0",1,1,"","Mike","","","Sat"
232,"Male","1985-08-24 00:00:00","39.0","Standard","5.0",1,"15:16:00","17:15:00","119.0",1,1,"","Mike","","","Thu"
232,"Male","1985-08-24 00:00:00","39.0","Standard","5.0",1,"15:16:00","17:15:00","119.0",1,1,"","Mike","","","Wed"
233,"Female","2010-09-29 00:00:00","14.0","Standard","3.0","","08:34:00","10:49:00","135.0","","",1,"","","","Sat"
233,"Female","2010-09-29 00:00:00","14.0","Standard","3.0","","08:34:00","10:49:00","135.0","","",1,"","","","Sun"
233,"Female","2010-09-29 00:00:00","14.0","Standard","3.0","","08:34:00","10:49:00","135.0","","",1,"","","","Tue"
234,"Female","2005-09-10 00:00:00","19.0","Standard","1.0","","20:26:00","21:45:00","79.0","","",1,"","","","Sun"
235,"Female","1997-07-21 00:00:00","27.0","Standard","4.0","","11:49:00","14:25:00","156.0",1,1,"","Hanna","","lemon","Sun"
235,"Female","1997-07-21 00:00:00","27.0","Standard","4.0","","11:49:00","14:25:00","156.0",1,1,"","Hanna","","black_currant","Thu"
235,"Female","1997-07-21 00:00:00","27.0","Standard","4.0","","11:49:00","14:25:00","156.0",1,1,"","Hanna","","","Tue"
235,"Female","1997-07-21 00:00:00","27.0","Standard","4.0","","11:49:00","14:25:00","156.0",1,1,"","Hanna","","","Wed"
236,"Female","1989-04-08 00:00:00","35.0","Standard","5.0",1,"15:45:00","18:43:00","178.0","","","","","BodyPump","","Fri"
236,"Female","1989-04-08 00:00:00","35.0","Standard","5.0",1,"15:45:00","18:43:00","178.0","","","","","","","Sat"
236,"Female","1989-04-08 00:00:00","35.0","Standard","5.0",1,"15:45:00","18:43:00","178.0","","","","","","","Thu"
236,"Female","1989-04-08 00:00:00","35.0","Standard","5.0",1,"15:45:00","18:43:00","178.0","","","","","","","Tue"
236,"Female","1989-04-08 00:00:00","35.0","Standard","5.0",1,"15:45:00","18:43:00","178.0","","","","","","","Wed"
237,"Female","2005-01-09 00:00:00","19.0","Premium","2.0",1,"10:32:00","12:03:00","91.0",1,1,1,"Jeffrey","Spinning","coconut_pineapple","Tue"
237,"Female","2005-01-09 00:00:00","19.0","Premium","2.0",1,"10:32:00","12:03:00","91.0",1,1,1,"Jeffrey","","","Wed"
238,"Female","2003-06-25 00:00:00","21.0","Premium","5.0",1,"20:15:00","23:14:00","179.0",1,"",1,"","Pilates","coconut_pineapple","Fri"
238,"Female","2003-06-25 00:00:00","21.0","Premium","5.0",1,"20:15:00","23:14:00","179.0",1,"",1,"","BodyPump","passion_fruit","Mon"
238,"Female","2003-06-25 00:00:00","21.0","Premium","5.0",1,"20:15:00","23:14:00","179.0",1,"",1,"","BodyBalance","","Sat"
238,"Female","2003-06-25 00:00:00","21.0","Premium","5.0",1,"20:15:00","23:14:00","179.0",1,"",1,"","","","Sun"
238,"Female","2003-06-25 00:00:00","21.0","Premium","5.0",1,"20:15:00","23:14:00","179.0",1,"",1,"","","","Thu"
239,"Male","2003-10-27 00:00:00","20.0","Standard","3.0",1,"17:30:00","19:17:00","107.0","",1,1,"Jeffrey","Zumba","","Fri"
239,"Male","2003-10-27 00:00:00","20.0","Standard","3.0",1,"17:30:00","19:17:00","107.0","",1,1,"Jeffrey","Yoga","","Mon"
239,"Male","2003-10-27 00:00:00","20.0","Standard","3.0",1,"17:30:00","19:17:00","107.0","",1,1,"Jeffrey","Pilates","","Thu"
240,"Male","2005-01-03 00:00:00","19.0","Premium","4.0",1,"15:49:00","17:10:00","81.0",1,"","","","Kickboxen","passion_fruit","Sat"
240,"Male","2005-01-03 00:00:00","19.0","Premium","4.0",1,"15:49:00","17:10:00","81.0",1,"","","","Running","","Sun"
240,"Male","2005-01-03 00:00:00","19.0","Premium","4.0",1,"15:49:00","17:10:00","81.0",1,"","","","","","Tue"
240,"Male","2005-01-03 00:00:00","19.0","Premium","4.0",1,"15:49:00","17:10:00","81.0",1,"","","","","","Wed"
241,"Female","1981-10-31 00:00:00","42.0","Premium","2.0","","11:03:00","13:34:00","151.0",1,1,"","Hanna","","passion_fruit","Mon"
241,"Female","1981-10-31 00:00:00","42.0","Premium","2.0","","11:03:00","13:34:00","151.0",1,1,"","Hanna","","","Wed"
242,"Male","2006-08-02 00:00:00","18.0","Premium","1.0","","17:38:00","18:10:00","32.0","",1,1,"Mike","","","Wed"
243,"Female","1975-08-16 00:00:00","49.0","Premium","1.0","","13:58:00","14:35:00","37.0",1,1,"","Mike","","berry_boost","Sun"
244,"Female","2007-10-11 00:00:00","17.0","Premium","5.0",1,"13:50:00","14:29:00","39.0",1,1,1,"Hanna","Yoga","lemon","Fri"
244,"Female","2007-10-11 00:00:00","17.0","Premium","5.0",1,"13:50:00","14:29:00","39.0",1,1,1,"Hanna","","","Mon"
244,"Female","2007-10-11 00:00:00","17.0","Premium","5.0",1,"13:50:00","14:29:00","39.0",1,1,1,"Hanna","","","Sat"
244,"Female","2007-10-11 00:00:00","17.0","Premium","5.0",1,"13:50:00","14:29:00","39.0",1,1,1,"Hanna","","","Sun"
244,"Female","2007-10-11 00:00:00","17.0","Premium","5.0",1,"13:50:00","14:29:00","39.0",1,1,1,"Hanna","","","Wed"
245,"Male","1997-08-06 00:00:00","27.0","Standard","1.0",1,"12:11:00","14:52:00","161.0","",1,"","Jeffrey","Kickboxen","","Mon"
245,"Male","1997-08-06 00:00:00","27.0","Standard","1.0",1,"12:11:00","14:52:00","161.0","",1,"","Jeffrey","BodyPump","",""
245,"Male","1997-08-06 00:00:00","27.0","Standard","1.0",1,"12:11:00","14:52:00","161.0","",1,"","Jeffrey","Zumba","",""
246,"Female","2000-09-17 00:00:00","24.0","Premium","4.0","","09:12:00","11:17:00","125.0","","","","","","","Sun"
246,"Female","2000-09-17 00:00:00","24.0","Premium","4.0","","09:12:00","11:17:00","125.0","","","","","","","Thu"
246,"Female","2000-09-17 00:00:00","24.0","Premium","4.0","","09:12:00","11:17:00","125.0","","","","","","","Tue"
246,"Female","2000-09-17 00:00:00","24.0","Premium","4.0","","09:12:00","11:17:00","125.0","","","","","","","Wed"
247,"Male","1987-04-19 00:00:00","37.0","Standard","4.0",1,"18:44:00","20:56:00","132.0",1,"",1,"","BodyBalance","coconut_pineapple","Fri"
247,"Male","1987-04-19 00:00:00","37.0","Standard","4.0",1,"18:44:00","20:56:00","132.0",1,"",1,"","Running","","Sat"
247,"Male","1987-04-19 00:00:00","37.0","Standard","4.0",1,"18:44:00","20:56:00","132.0",1,"",1,"","Yoga","","Thu"
247,"Male","1987-04-19 00:00:00","37.0","Standard","4.0",1,"18:44:00","20:56:00","132.0",1,"",1,"","","","Wed"
248,"Female","2000-08-17 00:00:00","24.0","Premium","1.0","","14:59:00","17:17:00","138.0","",1,1,"Mike","","","Sun"
249,"Female","1995-11-14 00:00:00","28.0","Premium","5.0",1,"18:00:00","19:56:00","116.0","","","","","Zumba","","Fri"
249,"Female","1995-11-14 00:00:00","28.0","Premium","5.0",1,"18:00:00","19:56:00","116.0","","","","","HIT","","Mon"
249,"Female","1995-11-14 00:00:00","28.0","Premium","5.0",1,"18:00:00","19:56:00","116.0","","","","","","","Sat"
249,"Female","1995-11-14 00:00:00","28.0","Premium","5.0",1,"18:00:00","19:56:00","116.0","","","","","","","Sun"
249,"Female","1995-11-14 00:00:00","28.0","Premium","5.0",1,"18:00:00","19:56:00","116.0","","","","","","","Wed"
250,"Male","2006-08-27 00:00:00","18.0","Standard","3.0","","13:26:00","16:15:00","169.0","","","","","","","Fri"
250,"Male","2006-08-27 00:00:00","18.0","Standard","3.0","","13:26:00","16:15:00","169.0","","","","","","","Mon"
250,"Male","2006-08-27 00:00:00","18.0","Standard","3.0","","13:26:00","16:15:00","169.0","","","","","","","Sun"
251,"Male","2006-06-21 00:00:00","18.0","Standard","2.0",1,"08:05:00","09:23:00","78.0",1,"","","","Yoga","black_currant","Fri"
251,"Male","2006-06-21 00:00:00","18.0","Standard","2.0",1,"08:05:00","09:23:00","78.0",1,"","","","Pilates","","Thu"
251,"Male","2006-06-21 00:00:00","18.0","Standard","2.0",1,"08:05:00","09:23:00","78.0",1,"","","","BodyPump","",""
252,"Female","1992-05-28 00:00:00","32.0","Premium","5.0",1,"10:17:00","13:05:00","168.0",1,"","","","BodyBalance","berry_boost","Fri"
252,"Female","1992-05-28 00:00:00","32.0","Premium","5.0",1,"10:17:00","13:05:00","168.0",1,"","","","Zumba","","Mon"
252,"Female","1992-05-28 00:00:00","32.0","Premium","5.0",1,"10:17:00","13:05:00","168.0",1,"","","","","","Thu"
252,"Female","1992-05-28 00:00:00","32.0","Premium","5.0",1,"10:17:00","13:05:00","168.0",1,"","","","","","Tue"
252,"Female","1992-05-28 00:00:00","32.0","Premium","5.0",1,"10:17:00","13:05:00","168.0",1,"","","","","","Wed"
253,"Male","1983-10-27 00:00:00","40.0","Premium","2.0",1,"14:33:00","15:40:00","67.0",1,1,"","Jeffrey","Yoga","lemon","Fri"
253,"Male","1983-10-27 00:00:00","40.0","Premium","2.0",1,"14:33:00","15:40:00","67.0",1,1,"","Jeffrey","HIT","","Tue"
254,"Male","2003-10-27 00:00:00","20.0","Standard","4.0","","17:12:00","18:19:00","67.0","","",1,"","","","Fri"
254,"Male","2003-10-27 00:00:00","20.0","Standard","4.0","","17:12:00","18:19:00","67.0","","",1,"","","","Mon"
254,"Male","2003-10-27 00:00:00","20.0","Standard","4.0","","17:12:00","18:19:00","67.0","","",1,"","","","Sun"
254,"Male","2003-10-27 00:00:00","20.0","Standard","4.0","","17:12:00","18:19:00","67.0","","",1,"","","","Wed"
255,"Male","2003-04-14 00:00:00","21.0","Premium","1.0",1,"14:34:00","15:04:00","30.0",1,1,1,"Mike","Kickboxen","coconut_pineapple","Sun"
255,"Male","2003-04-14 00:00:00","21.0","Premium","1.0",1,"14:34:00","15:04:00","30.0",1,1,1,"Mike","BodyBalance","",""
255,"Male","2003-04-14 00:00:00","21.0","Premium","1.0",1,"14:34:00","15:04:00","30.0",1,1,1,"Mike","LesMiles","",""
256,"Female","1985-12-18 00:00:00","38.0","Premium","1.0",1,"17:37:00","18:39:00","62.0","",1,"","Mike","Pilates","","Sat"
257,"Male","1979-03-28 00:00:00","45.0","Standard","2.0",1,"08:12:00","10:09:00","117.0",1,"","","","XCore","coconut_pineapple","Mon"
257,"Male","1979-03-28 00:00:00","45.0","Standard","2.0",1,"08:12:00","10:09:00","117.0",1,"","","","HIT","black_currant","Wed"
257,"Male","1979-03-28 00:00:00","45.0","Standard","2.0",1,"08:12:00","10:09:00","117.0",1,"","","","Kickboxen","",""
258,"Male","2001-12-21 00:00:00","22.0","Standard","2.0","","19:49:00","20:33:00","44.0",1,"",1,"","","black_currant","Sat"
258,"Male","2001-12-21 00:00:00","22.0","Standard","2.0","","19:49:00","20:33:00","44.0",1,"",1,"","","passion_fruit","Thu"
259,"Female","2007-05-08 00:00:00","17.0","Premium","5.0","","10:02:00","12:17:00","135.0",1,1,"","Chantal","","lemon","Fri"
259,"Female","2007-05-08 00:00:00","17.0","Premium","5.0","","10:02:00","12:17:00","135.0",1,1,"","Chantal","","","Sun"
259,"Female","2007-05-08 00:00:00","17.0","Premium","5.0","","10:02:00","12:17:00","135.0",1,1,"","Chantal","","","Thu"
259,"Female","2007-05-08 00:00:00","17.0","Premium","5.0","","10:02:00","12:17:00","135.0",1,1,"","Chantal","","","Tue"
259,"Female","2007-05-08 00:00:00","17.0","Premium","5.0","","10:02:00","12:17:00","135.0",1,1,"","Chantal","","","Wed"
260,"Female","1992-05-24 00:00:00","32.0","Standard","5.0","","08:20:00","10:44:00","144.0",1,"","","","","coconut_pineapple","Mon"
260,"Female","1992-05-24 00:00:00","32.0","Standard","5.0","","08:20:00","10:44:00","144.0",1,"","","","","","Sat"
260,"Female","1992-05-24 00:00:00","32.0","Standard","5.0","","08:20:00","10:44:00","144.0",1,"","","","","","Sun"
260,"Female","1992-05-24 00:00:00","32.0","Standard","5.0","","08:20:00","10:44:00","144.0",1,"","","","","","Thu"
260,"Female","1992-05-24 00:00:00","32.0","Standard","5.0","","08:20:00","10:44:00","144.0",1,"","","","","","Tue"
261,"Male","1980-10-02 00:00:00","44.0","Standard","2.0","","12:01:00","14:07:00","126.0","","",1,"","","","Thu"
261,"Male","1980-10-02 00:00:00","44.0","Standard","2.0","","12:01:00","14:07:00","126.0","","",1,"","","","Tue"
262,"Female","1977-05-27 00:00:00","47.0","Premium","2.0",1,"08:39:00","09:38:00","59.0",1,1,1,"Chantal","Yoga","black_currant","Mon"
262,"Female","1977-05-27 00:00:00","47.0","Premium","2.0",1,"08:39:00","09:38:00","59.0",1,1,1,"Chantal","Pilates","","Sat"
263,"Female","1981-03-19 00:00:00","43.0","Standard","1.0","","08:17:00","09:08:00","51.0","",1,1,"Jeffrey","","","Thu"
264,"Male","1976-07-05 00:00:00","48.0","Standard","5.0","","15:42:00","18:35:00","173.0","",1,1,"Hanna","","","Fri"
264,"Male","1976-07-05 00:00:00","48.0","Standard","5.0","","15:42:00","18:35:00","173.0","",1,1,"Hanna","","","Mon"
264,"Male","1976-07-05 00:00:00","48.0","Standard","5.0","","15:42:00","18:35:00","173.0","",1,1,"Hanna","","","Sat"
264,"Male","1976-07-05 00:00:00","48.0","Standard","5.0","","15:42:00","18:35:00","173.0","",1,1,"Hanna","","","Sun"
264,"Male","1976-07-05 00:00:00","48.0","Standard","5.0","","15:42:00","18:35:00","173.0","",1,1,"Hanna","","","Thu"
265,"Female","1992-07-30 00:00:00","32.0","Standard","5.0","","19:52:00","21:17:00","85.0",1,1,1,"Mike","","black_currant","Fri"
265,"Female","1992-07-30 00:00:00","32.0","Standard","5.0","","19:52:00","21:17:00","85.0",1,1,1,"Mike","","","Sun"
265,"Female","1992-07-30 00:00:00","32.0","Standard","5.0","","19:52:00","21:17:00","85.0",1,1,1,"Mike","","","Thu"
265,"Female","1992-07-30 00:00:00","32.0","Standard","5.0","","19:52:00","21:17:00","85.0",1,1,1,"Mike","","","Tue"
265,"Female","1992-07-30 00:00:00","32.0","Standard","5.0","","19:52:00","21:17:00","85.0",1,1,1,"Mike","","","Wed"
266,"Female","1987-02-06 00:00:00","37.0","Standard","3.0",1,"18:07:00","20:01:00","114.0","","",1,"","Zumba","","Mon"
266,"Female","1987-02-06 00:00:00","37.0","Standard","3.0",1,"18:07:00","20:01:00","114.0","","",1,"","BodyBalance","","Tue"
266,"Female","1987-02-06 00:00:00","37.0","Standard","3.0",1,"18:07:00","20:01:00","114.0","","",1,"","","","Wed"
267,"Female","1988-05-12 00:00:00","36.0","Standard","5.0","","11:33:00","12:40:00","67.0",1,"",1,"","","coconut_pineapple","Fri"
267,"Female","1988-05-12 00:00:00","36.0","Standard","5.0","","11:33:00","12:40:00","67.0",1,"",1,"","","","Mon"
267,"Female","1988-05-12 00:00:00","36.0","Standard","5.0","","11:33:00","12:40:00","67.0",1,"",1,"","","","Sat"
267,"Female","1988-05-12 00:00:00","36.0","Standard","5.0","","11:33:00","12:40:00","67.0",1,"",1,"","","","Sun"
267,"Female","1988-05-12 00:00:00","36.0","Standard","5.0","","11:33:00","12:40:00","67.0",1,"",1,"","","","Tue"
268,"Male","2001-12-03 00:00:00","22.0","Premium","4.0","","18:08:00","20:37:00","149.0","",1,"","Mike","","","Fri"
268,"Male","2001-12-03 00:00:00","22.0","Premium","4.0","","18:08:00","20:37:00","149.0","",1,"","Mike","","","Mon"
268,"Male","2001-12-03 00:00:00","22.0","Premium","4.0","","18:08:00","20:37:00","149.0","",1,"","Mike","","","Sat"
268,"Male","2001-12-03 00:00:00","22.0","Premium","4.0","","18:08:00","20:37:00","149.0","",1,"","Mike","","","Thu"
269,"Male","1987-10-07 00:00:00","37.0","Premium","2.0","","09:59:00","10:41:00","42.0","","","","","","","Fri"
269,"Male","1987-10-07 00:00:00","37.0","Premium","2.0","","09:59:00","10:41:00","42.0","","","","","","","Thu"
270,"Male","1985-03-01 00:00:00","39.0","Standard","3.0",1,"15:19:00","17:35:00","136.0","",1,1,"Mike","BodyPump","","Sat"
270,"Male","1985-03-01 00:00:00","39.0","Standard","3.0",1,"15:19:00","17:35:00","136.0","",1,1,"Mike","Running","","Thu"
270,"Male","1985-03-01 00:00:00","39.0","Standard","3.0",1,"15:19:00","17:35:00","136.0","",1,1,"Mike","Yoga","","Wed"
271,"Male","1976-12-28 00:00:00","47.0","Standard","3.0","","10:08:00","11:02:00","54.0","",1,"","Hanna","","","Fri"
271,"Male","1976-12-28 00:00:00","47.0","Standard","3.0","","10:08:00","11:02:00","54.0","",1,"","Hanna","","","Mon"
271,"Male","1976-12-28 00:00:00","47.0","Standard","3.0","","10:08:00","11:02:00","54.0","",1,"","Hanna","","","Sun"
272,"Male","1975-01-12 00:00:00","49.0","Premium","2.0",1,"13:20:00","14:26:00","66.0","",1,1,"Chantal","Yoga","","Fri"
272,"Male","1975-01-12 00:00:00","49.0","Premium","2.0",1,"13:20:00","14:26:00","66.0","",1,1,"Chantal","","","Tue"
273,"Male","1996-12-27 00:00:00","27.0","Standard","2.0","","11:23:00","13:00:00","97.0","",1,1,"Chantal","","","Sun"
273,"Male","1996-12-27 00:00:00","27.0","Standard","2.0","","11:23:00","13:00:00","97.0","",1,1,"Chantal","","","Thu"
274,"Female","1980-04-03 00:00:00","44.0","Standard","2.0",1,"19:30:00","22:04:00","154.0","","","","","Pilates","","Fri"
274,"Female","1980-04-03 00:00:00","44.0","Standard","2.0",1,"19:30:00","22:04:00","154.0","","","","","Zumba","","Sun"
274,"Female","1980-04-03 00:00:00","44.0","Standard","2.0",1,"19:30:00","22:04:00","154.0","","","","","Running","",""
275,"Male","2011-06-09 00:00:00","13.0","Standard","2.0","","09:38:00","10:11:00","33.0","","",1,"","","","Fri"
275,"Male","2011-06-09 00:00:00","13.0","Standard","2.0","","09:38:00","10:11:00","33.0","","",1,"","","","Tue"
276,"Male","2010-04-02 00:00:00","14.0","Standard","2.0",1,"11:21:00","14:18:00","177.0","","",1,"","LesMiles","","Thu"
276,"Male","2010-04-02 00:00:00","14.0","Standard","2.0",1,"11:21:00","14:18:00","177.0","","",1,"","","","Tue"
277,"Female","1999-04-25 00:00:00","25.0","Standard","2.0","","10:38:00","12:32:00","114.0",1,1,"","Hanna","","coconut_pineapple","Thu"
277,"Female","1999-04-25 00:00:00","25.0","Standard","2.0","","10:38:00","12:32:00","114.0",1,1,"","Hanna","","","Wed"
278,"Male","1992-02-03 00:00:00","32.0","Premium","2.0",1,"13:19:00","14:52:00","93.0",1,1,1,"Mike","Yoga","lemon","Fri"
278,"Male","1992-02-03 00:00:00","32.0","Premium","2.0",1,"13:19:00","14:52:00","93.0",1,1,1,"Mike","","black_currant","Sun"
279,"Female","1994-10-15 00:00:00","29.0","Standard","4.0","","10:43:00","11:52:00","69.0",1,1,"","Hanna","","lemon","Fri"
279,"Female","1994-10-15 00:00:00","29.0","Standard","4.0","","10:43:00","11:52:00","69.0",1,1,"","Hanna","","","Mon"
279,"Female","1994-10-15 00:00:00","29.0","Standard","4.0","","10:43:00","11:52:00","69.0",1,1,"","Hanna","","","Sun"
279,"Female","1994-10-15 00:00:00","29.0","Standard","4.0","","10:43:00","11:52:00","69.0",1,1,"","Hanna","","","Wed"
280,"Male","1983-01-24 00:00:00","41.0","Standard","2.0",1,"10:29:00","12:37:00","128.0",1,1,1,"Chantal","Pilates","coconut_pineapple","Fri"
280,"Male","1983-01-24 00:00:00","41.0","Standard","2.0",1,"10:29:00","12:37:00","128.0",1,1,1,"Chantal","Yoga","orange","Thu"
281,"Male","2003-06-01 00:00:00","21.0","Premium","2.0",1,"15:40:00","16:47:00","67.0","",1,1,"Chantal","Pilates","","Fri"
281,"Male","2003-06-01 00:00:00","21.0","Premium","2.0",1,"15:40:00","16:47:00","67.0","",1,1,"Chantal","XCore","","Mon"
281,"Male","2003-06-01 00:00:00","21.0","Premium","2.0",1,"15:40:00","16:47:00","67.0","",1,1,"Chantal","Kickboxen","",""
282,"Male","1999-07-06 00:00:00","25.0","Standard","5.0",1,"12:25:00","13:40:00","75.0",1,"",1,"","Zumba","black_currant","Mon"
282,"Male","1999-07-06 00:00:00","25.0","Standard","5.0",1,"12:25:00","13:40:00","75.0",1,"",1,"","BodyPump","","Sat"
282,"Male","1999-07-06 00:00:00","25.0","Standard","5.0",1,"12:25:00","13:40:00","75.0",1,"",1,"","","","Sun"
282,"Male","1999-07-06 00:00:00","25.0","Standard","5.0",1,"12:25:00","13:40:00","75.0",1,"",1,"","","","Thu"
282,"Male","1999-07-06 00:00:00","25.0","Standard","5.0",1,"12:25:00","13:40:00","75.0",1,"",1,"","","","Wed"
283,"Female","2002-12-16 00:00:00","21.0","Premium","2.0",1,"14:55:00","15:28:00","33.0",1,1,"","Mike","LesMiles","berry_boost","Fri"
283,"Female","2002-12-16 00:00:00","21.0","Premium","2.0",1,"14:55:00","15:28:00","33.0",1,1,"","Mike","","","Sat"
284,"Female","2010-12-21 00:00:00","13.0","Standard","2.0","","12:52:00","14:03:00","71.0","","","","","","","Mon"
284,"Female","2010-12-21 00:00:00","13.0","Standard","2.0","","12:52:00","14:03:00","71.0","","","","","","","Sat"
285,"Male","1976-06-08 00:00:00","48.0","Premium","4.0","","13:33:00","14:08:00","35.0",1,"","","","","lemon","Mon"
285,"Male","1976-06-08 00:00:00","48.0","Premium","4.0","","13:33:00","14:08:00","35.0",1,"","","","","","Sun"
285,"Male","1976-06-08 00:00:00","48.0","Premium","4.0","","13:33:00","14:08:00","35.0",1,"","","","","","Thu"
285,"Male","1976-06-08 00:00:00","48.0","Premium","4.0","","13:33:00","14:08:00","35.0",1,"","","","","","Wed"
286,"Male","2004-01-23 00:00:00","20.0","Premium","5.0","","20:16:00","21:52:00","96.0",1,1,"","Mike","","black_currant","Fri"
286,"Male","2004-01-23 00:00:00","20.0","Premium","5.0","","20:16:00","21:52:00","96.0",1,1,"","Mike","","coconut_pineapple","Mon"
286,"Male","2004-01-23 00:00:00","20.0","Premium","5.0","","20:16:00","21:52:00","96.0",1,1,"","Mike","","","Sat"
286,"Male","2004-01-23 00:00:00","20.0","Premium","5.0","","20:16:00","21:52:00","96.0",1,1,"","Mike","","","Sun"
286,"Male","2004-01-23 00:00:00","20.0","Premium","5.0","","20:16:00","21:52:00","96.0",1,1,"","Mike","","","Tue"
287,"Male","1987-10-07 00:00:00","37.0","Premium","2.0",1,"19:39:00","20:39:00","60.0","","",1,"","BodyPump","","Fri"
287,"Male","1987-10-07 00:00:00","37.0","Premium","2.0",1,"19:39:00","20:39:00","60.0","","",1,"","Yoga","","Thu"
288,"Male","1982-06-12 00:00:00","42.0","Premium","5.0","","17:30:00","20:15:00","165.0",1,"",1,"","","coconut_pineapple","Fri"
288,"Male","1982-06-12 00:00:00","42.0","Premium","5.0","","17:30:00","20:15:00","165.0",1,"",1,"","","","Mon"
288,"Male","1982-06-12 00:00:00","42.0","Premium","5.0","","17:30:00","20:15:00","165.0",1,"",1,"","","","Sat"
288,"Male","1982-06-12 00:00:00","42.0","Premium","5.0","","17:30:00","20:15:00","165.0",1,"",1,"","","","Thu"
288,"Male","1982-06-12 00:00:00","42.0","Premium","5.0","","17:30:00","20:15:00","165.0",1,"",1,"","","","Tue"
289,"Female","2004-04-19 00:00:00","20.0","Premium","3.0",1,"08:53:00","11:11:00","138.0","",1,1,"Mike","Zumba","","Mon"
289,"Female","2004-04-19 00:00:00","20.0","Premium","3.0",1,"08:53:00","11:11:00","138.0","",1,1,"Mike","Kickboxen","","Sat"
289,"Female","2004-04-19 00:00:00","20.0","Premium","3.0",1,"08:53:00","11:11:00","138.0","",1,1,"Mike","","","Tue"
290,"Female","1998-05-05 00:00:00","26.0","Standard","2.0",1,"15:52:00","18:05:00","133.0","","","","","XCore","","Sun"
290,"Female","1998-05-05 00:00:00","26.0","Standard","2.0",1,"15:52:00","18:05:00","133.0","","","","","BodyPump","","Tue"
291,"Female","1982-04-24 00:00:00","42.0","Premium","5.0","","09:49:00","12:43:00","174.0",1,"",1,"","","berry_boost","Fri"
291,"Female","1982-04-24 00:00:00","42.0","Premium","5.0","","09:49:00","12:43:00","174.0",1,"",1,"","","","Sat"
291,"Female","1982-04-24 00:00:00","42.0","Premium","5.0","","09:49:00","12:43:00","174.0",1,"",1,"","","","Sun"
291,"Female","1982-04-24 00:00:00","42.0","Premium","5.0","","09:49:00","12:43:00","174.0",1,"",1,"","","","Thu"
291,"Female","1982-04-24 00:00:00","42.0","Premium","5.0","","09:49:00","12:43:00","174.0",1,"",1,"","","","Wed"
292,"Male","2007-07-26 00:00:00","17.0","Standard","1.0","","16:59:00","18:41:00","102.0",1,"","","","","passion_fruit","Fri"
292,"Male","2007-07-26 00:00:00","17.0","Standard","1.0","","16:59:00","18:41:00","102.0",1,"","","","","black_currant",""
293,"Female","1998-05-04 00:00:00","26.0","Premium","1.0",1,"16:31:00","17:47:00","76.0",1,1,1,"Hanna","Yoga","lemon","Thu"
293,"Female","1998-05-04 00:00:00","26.0","Premium","1.0",1,"16:31:00","17:47:00","76.0",1,1,1,"Hanna","Kickboxen","passion_fruit",""
294,"Female","1983-09-02 00:00:00","41.0","Premium","1.0",1,"13:14:00","15:34:00","140.0","","","","","Yoga","","Wed"
295,"Male","1988-10-09 00:00:00","36.0","Standard","3.0","","15:28:00","17:57:00","149.0",1,"","","","","coconut_pineapple","Fri"
